bp_mean,bp_std,bp_98
69.42,19.427120737109455,100.12000000000006
69.31333333333333,16.498581052132355,90.04000000000002
71.06,18.67353940273518,106.04000000000002
70.90666666666667,14.255269444493955,92.04000000000002
68.12,21.087519767219806,96.0
70.43333333333334,18.095353946577045,98.16000000000008
69.2,17.49669192127242,96.16000000000008
69.93333333333334,19.02229940675832,94.08000000000004
70.18666666666667,19.839756258876598,102.08000000000004
67.42666666666666,19.91874321075998,90.10000000000005
71.86,15.769322865112537,106.0
71.31333333333333,18.476226940819927,106.0
67.9,20.594112014467377,95.10000000000005
67.49333333333334,19.482825569460463,92.04000000000002
71.14666666666666,16.19652239857699,100.04000000000002
66.76,20.010963438028686,88.0
66.86666666666666,19.714971201740536,92.04000000000002
65.54,19.932985040315707,90.04000000000002
69.56666666666666,16.83533224005721,96.12000000000006
71.18,16.867454067268405,98.04000000000002
69.5,17.524192290551984,96.04000000000002
71.3,17.154939414312278,106.04000000000002
68.17333333333333,20.46563551753195,95.06000000000003
68.78,17.68815248280706,90.04000000000002
71.15333333333334,17.85088746940023,98.04000000000002
69.92666666666666,19.306116381963385,110.0
69.74,16.115951495876676,94.04000000000002
66.18,21.256840983330616,94.04000000000002
69.95333333333333,19.88636734710445,98.08000000000004
68.68,19.093313774001704,94.04000000000002
71.57333333333334,18.03588766453913,106.04000000000002
67.10666666666667,21.500787145467964,94.0
67.79333333333334,21.497712276184636,100.16000000000008
68.84666666666666,21.16941464309054,96.0
71.86666666666666,17.352510472170902,100.08000000000004
71.16,16.59509105066513,100.04000000000002
70.50666666666666,20.156017858902874,106.0
71.06666666666666,17.12397223356568,100.0
68.84,19.05593321262506,100.04000000000002
69.96,21.32014833044589,110.08000000000004
67.05333333333333,21.77394128346221,96.0
68.46,21.439670311999862,100.12000000000006
71.72666666666667,17.32976516362522,106.0
70.20666666666666,17.193449926002106,98.0
68.01333333333334,21.32867958189009,106.0
68.9,16.921353810056118,92.12000000000006
66.64666666666666,21.62497210043331,100.0
67.79333333333334,23.321878620114735,98.0
67.35333333333334,19.814961694010993,96.04000000000002
66.46,21.188394316022983,92.0
70.25333333333333,19.551750867088096,100.0
69.21333333333334,20.198540271088255,98.08000000000004
70.59333333333333,14.887541147945395,94.0
68.55333333333333,22.955321842545676,110.24000000000012
69.17333333333333,18.51092427928379,94.24000000000012
69.57333333333334,18.435939028829544,106.0
69.92,18.10243782018204,98.04000000000002
70.16666666666667,19.64155868917974,102.04000000000002
68.12666666666667,19.048612014705977,98.24000000000012
68.96,18.55370582929459,92.2000000000001
68.56,17.112137064064463,104.0
68.62666666666667,20.53301373992254,96.08000000000004
70.62,18.907287043775074,100.12000000000006
68.78666666666666,19.540557261144386,92.04000000000002
69.44,19.036693638812032,98.16000000000008
67.98,16.895442378178867,92.04000000000002
68.00666666666666,20.498648397632312,95.10000000000005
68.52666666666667,18.989116157380224,90.08000000000004
68.04666666666667,19.488195245198792,94.04000000000002
70.07333333333334,18.783148475872373,100.16000000000008
68.76,18.677294833082204,96.0
69.02,19.152678681352665,98.2000000000001
70.66666666666667,14.797363571937046,94.04000000000002
67.26,20.342183499570574,92.0
67.22666666666667,22.81796850731666,90.12000000000006
64.04,24.310596468847503,100.08000000000004
67.94,23.701224729774513,104.0
68.74,16.1196990662536,94.0
68.91333333333333,17.708276102026215,92.0
70.92666666666666,17.334489292034537,100.16000000000008
70.76666666666667,15.7362560323283,104.0
67.49333333333334,19.9043844168982,106.0
70.28666666666666,19.05073997282794,96.16000000000008
69.02,19.30242186703228,92.08000000000004
69.10666666666667,19.972513550856583,96.04000000000002
68.92,19.626895667859625,98.04000000000002
69.85333333333334,20.488460221235183,104.04000000000002
69.24666666666667,18.08590116718221,106.04000000000002
70.76666666666667,17.188031057486185,94.12000000000006
70.28666666666666,20.76210301728184,102.08000000000004
68.19333333333333,18.274086492529946,90.08000000000004
68.91333333333333,20.35686209738381,102.04000000000002
69.89333333333333,16.371585577386004,94.04000000000002
70.50666666666666,20.77160770862224,104.12000000000006
67.69333333333333,20.735129438736653,102.04000000000002
70.68666666666667,19.852522253382038,104.0
69.49333333333334,19.39616881379526,108.0
70.92,18.19009244306494,100.2000000000001
69.71333333333334,17.29155307097266,95.06000000000003
67.88666666666667,22.148836582734546,106.0
71.21333333333334,16.979888090107448,100.04000000000002
69.50666666666666,17.33164335247928,95.02000000000001
69.16,19.69944638611611,92.08000000000004
68.4,18.977910154321613,90.04000000000002
67.98666666666666,19.967754766749714,90.0
69.97333333333333,19.461870022879918,104.12000000000006
70.59333333333333,16.409236499776366,90.04000000000002
72.96,16.29092883834766,106.04000000000002
66.6,25.040102064676095,106.0
69.96,17.856204155576783,104.04000000000002
67.20666666666666,21.626573470836416,96.16000000000008
69.9,17.51346557680881,98.04000000000002
70.45333333333333,15.933834107057548,92.04000000000002
69.48666666666666,18.344846090280033,96.0
69.86,21.804817520770357,106.08000000000004
69.18666666666667,18.908961217308406,100.0
68.48666666666666,21.30530282374867,110.0
67.62666666666667,21.881482676371157,96.08000000000004
67.79333333333334,19.98633649602744,98.08000000000004
69.27333333333333,18.66155530850627,92.04000000000002
70.34,18.068040678494487,95.02000000000001
67.79333333333334,21.677717711746237,104.04000000000002
69.76,17.036352762144883,90.0
66.14666666666666,26.18068007039821,110.0
69.43333333333334,20.134919637642405,106.0
70.31333333333333,15.505849368971822,96.04000000000002
66.04,21.45820973661762,96.0
66.08666666666667,19.849411827259345,92.04000000000002
70.76,18.916517408669158,104.0
70.42666666666666,15.43783666498822,104.04000000000002
68.84666666666666,18.911569793007512,94.04000000000002
68.21333333333334,19.084969547783434,92.04000000000002
70.00666666666666,18.26225677103913,108.04000000000002
70.26666666666667,14.497241888420179,90.0
72.66666666666667,15.177989479942454,100.16000000000008
67.16,22.262340669402597,95.22000000000011
71.48,16.751928667886563,106.08000000000004
69.3,21.31444038973383,100.12000000000006
68.99333333333334,18.47308823164978,104.04000000000002
69.70666666666666,18.730711480686125,108.0
68.5,21.074412743495877,100.08000000000004
69.04666666666667,18.8819492888988,104.04000000000002
70.05333333333333,17.083209962996445,94.04000000000002
72.28,14.71433579378794,106.0
68.05333333333333,20.19827445173821,104.04000000000002
67.02666666666667,20.83329378072308,98.08000000000004
70.27333333333333,17.783899160511183,100.12000000000006
66.63333333333334,21.90137033090315,92.12000000000006
71.74666666666667,18.66885094283328,108.04000000000002
70.30666666666667,16.495655993826574,98.04000000000002
70.26666666666667,16.7402848382375,94.08000000000004
70.47333333333333,19.385768206303972,102.08000000000004
67.32,21.00090122706626,90.08000000000004
68.54,19.386783708246593,94.02000000000001
71.10666666666667,19.56031685647569,100.12000000000006
67.86,19.502892574998874,92.04000000000002
66.52,23.360817306654734,104.04000000000002
71.32666666666667,17.747103617235542,96.04000000000002
69.25333333333333,20.03627136026989,96.08000000000004
70.13333333333334,19.77377650163128,94.28000000000014
66.68,19.447509804185536,96.0
69.76,20.198903551875944,108.0
71.74,15.030363005614232,94.08000000000004
65.52,22.331462741789206,94.12000000000006
67.62,22.51134538718065,104.04000000000002
70.02666666666667,16.227388673989843,90.04000000000002
67.97333333333333,20.935806861655607,104.04000000000002
69.14666666666666,21.092441684093096,100.04000000000002
69.65333333333334,16.692636590158433,94.02000000000001
69.20666666666666,18.648028006892883,104.04000000000002
66.76,21.439059881221567,92.12000000000006
67.10666666666667,22.7201080754905,96.08000000000004
68.94666666666667,15.793459977980207,90.0
71.76,14.624921269793251,98.16000000000008
67.15333333333334,19.872322888938704,106.04000000000002
69.16,21.725894610908323,104.0
69.47333333333333,21.30907002485995,102.08000000000004
68.18666666666667,20.719729814344067,104.0
67.65333333333334,22.257790029610693,104.08000000000004
70.51333333333334,17.3002450487617,94.08000000000004
69.29333333333334,18.70848304399922,94.12000000000006
72.85333333333334,15.867905503119445,106.04000000000002
69.58,18.590345332922556,96.04000000000002
68.89333333333333,19.822076590456962,108.0
68.16666666666667,21.555427746263465,100.08000000000004
69.68666666666667,14.009649918100754,90.12000000000006
68.00666666666666,21.961985664271644,92.0
70.64666666666666,19.44054321149339,104.08000000000004
70.53333333333333,17.73922460214816,90.0
69.94666666666667,18.21268334024126,98.04000000000002
70.16666666666667,14.0169679852271,94.0
68.02,19.620038380193563,98.16000000000008
68.15333333333334,19.051937725496508,92.16000000000008
67.83333333333333,20.31609824436573,98.04000000000002
66.66666666666667,21.020816358028103,100.08000000000004
71.68,18.182268816868238,100.0
66.25333333333333,19.880240997103336,94.0
68.59333333333333,20.00540083676958,96.08000000000004
68.84,18.738425510272386,102.0
69.44,21.807725987632868,100.0
68.32,18.06265010620148,94.0
69.44666666666667,19.58719505929391,94.04000000000002
70.20666666666666,18.123845639395256,106.0
69.1,22.89918084171302,110.0
69.31333333333333,17.026287085021384,94.0
72.22666666666667,13.826415078211301,94.12000000000006
67.18666666666667,21.321252172033546,96.04000000000002
70.42,17.174301857580762,94.04000000000002
67.58,19.79128341793071,96.0
71.08,17.119210920785328,104.08000000000004
71.17333333333333,17.667984417529805,100.08000000000004
69.89333333333333,18.620241085336747,96.08000000000004
70.68666666666667,20.1264914964148,106.04000000000002
67.25333333333333,20.890313309201456,92.16000000000008
69.01333333333334,18.8711585865365,94.16000000000008
66.47333333333333,23.41791222494848,96.04000000000002
70.27333333333333,19.494930219176453,104.08000000000004
69.88,18.316354961083352,98.04000000000002
68.18,21.97926722890149,104.08000000000004
66.08666666666667,20.343010496547453,94.16000000000008
68.52,18.348498100671225,92.08000000000004
69.67333333333333,17.47884499534694,98.0
67.56,23.44048010136632,96.04000000000002
67.33333333333333,22.640957916826288,92.24000000000012
69.53333333333333,16.365238436477913,94.04000000000002
70.80666666666667,16.226044466094006,110.0
67.81333333333333,18.667844322071833,90.04000000000002
67.84666666666666,21.197928437051846,94.04000000000002
67.06,19.52772250695725,96.0
67.59333333333333,18.61193117607381,90.04000000000002
71.03333333333333,18.03926242434312,100.0
70.39333333333333,16.044776551455296,100.12000000000006
66.11333333333333,21.982768317668214,102.08000000000004
70.19333333333333,18.511631267125605,98.16000000000008
69.92666666666666,18.723741045720633,96.0
68.74,21.581569939970205,104.08000000000004
67.53333333333333,19.55740703729335,92.2000000000001
68.50666666666666,19.839539757958253,106.04000000000002
68.81333333333333,19.93963597396024,100.0
67.66,21.732612428169332,106.0
70.52666666666667,16.93560510752249,96.28000000000014
68.93333333333334,17.40078940840887,98.0
69.01333333333334,18.914852183128993,100.2000000000001
69.58,19.518454526782953,96.0
70.88,16.601091578891378,96.08000000000004
69.20666666666666,17.615313909105655,96.16000000000008
72.08,16.94979558784703,106.04000000000002
70.88666666666667,16.00441913245644,95.02000000000001
69.30666666666667,18.721536486400712,98.16000000000008
69.31333333333333,18.627805105339316,96.0
67.9,21.229569728858927,94.04000000000002
68.68,18.943334787885316,94.08000000000004
65.84,22.98937017274717,95.02000000000001
68.49333333333334,20.273547636779327,106.0
70.63333333333334,17.687221590918796,100.0
68.65333333333334,16.028911239561065,90.0
69.9,17.043076100077126,94.04000000000002
69.08666666666667,20.305035136674007,92.0
69.2,19.498063920407464,98.08000000000004
67.62666666666667,20.945293609419455,95.02000000000001
64.94,21.500813157714592,92.04000000000002
69.78666666666666,16.297810066858418,100.0
69.18,20.34437408835622,96.04000000000002
71.34,17.74571694236831,94.02000000000001
68.08666666666667,21.098025184046648,98.16000000000008
68.96666666666667,19.030324323244592,96.16000000000008
71.30666666666667,17.74424820946257,104.08000000000004
68.39333333333333,20.927454324857948,98.0
67.14666666666666,22.234077076532547,94.12000000000006
69.73333333333333,18.95408321954698,98.16000000000008
69.30666666666667,20.271627498347716,98.04000000000002
69.84666666666666,19.474897512172422,92.0
70.34,19.636573875221895,100.0
70.58666666666667,17.95938245999898,104.0
66.48,20.59736087870932,96.04000000000002
68.33333333333333,20.275176301310356,94.16000000000008
68.24666666666667,19.099153734604997,92.04000000000002
70.7,19.019153186182162,104.08000000000004
71.26,18.776834935668532,94.16000000000008
70.49333333333334,17.780823191800653,102.08000000000004
67.86,20.75909439257888,94.0
71.0,16.880153948214936,100.08000000000004
70.69333333333333,18.46416688109635,96.04000000000002
68.44,21.299550992526147,92.0
68.67333333333333,20.91385227551914,100.04000000000002
68.39333333333333,17.115437776779995,90.04000000000002
70.10666666666667,19.196317693125195,96.08000000000004
67.37333333333333,22.113965542972934,94.28000000000014
69.71333333333334,20.312107232478702,106.0
65.08666666666667,21.7474635307746,104.0
70.16666666666667,18.45088407211171,94.04000000000002
69.05333333333333,18.660796456335607,96.0
67.72,21.623415098843953,96.24000000000012
69.09333333333333,18.793953999494704,104.04000000000002
69.84,20.5580141625772,98.0
69.85333333333334,17.36670681484665,95.10000000000005
68.02666666666667,18.298768311015465,94.04000000000002
72.06666666666666,16.29825480288263,96.16000000000008
69.22666666666667,20.072401389448892,96.08000000000004
66.50666666666666,22.875427649698697,98.0
72.62666666666667,16.564920752981966,96.0
67.82666666666667,19.556404971044625,98.08000000000004
69.34,17.544891606291273,94.04000000000002
69.54,19.480373878418067,98.0
65.44666666666667,20.7304647806645,94.02000000000001
66.94666666666667,21.528438088547865,92.04000000000002
70.26,18.387488451216612,94.12000000000006
71.73333333333333,17.822264435802953,110.0
66.80666666666667,20.989833482419215,92.0
69.96,18.953804668440476,102.08000000000004
66.32666666666667,21.215258744107228,96.04000000000002
67.12,20.725732150019756,96.0
67.52,20.349536214888875,94.0
68.83333333333333,20.47437969057052,100.08000000000004
65.75333333333333,21.231209352255092,90.0
70.32,19.296110120224025,106.08000000000004
68.16666666666667,19.881668959782985,94.04000000000002
70.93333333333334,15.660263339890562,98.04000000000002
68.27333333333333,17.86034438542537,90.04000000000002
70.82,19.228778069348778,92.28000000000014
71.06,18.12715342449464,95.30000000000015
67.32,21.1343798920815,94.24000000000012
68.49333333333334,19.296954124388314,96.0
70.22666666666667,18.286367338130773,104.0
70.51333333333334,17.442421737323055,106.04000000000002
70.7,16.97916212033812,96.24000000000012
71.33333333333333,15.294279610832202,92.28000000000014
70.20666666666666,13.826487888752066,96.04000000000002
71.22,19.07697934526316,98.04000000000002
68.83333333333333,22.03670417953186,108.04000000000002
70.28,16.779309726545033,94.08000000000004
71.13333333333334,18.68663042390341,108.0
72.08666666666667,19.75655075004617,108.12000000000006
71.74,17.824058095166368,100.12000000000006
69.65333333333334,18.734451868173107,92.0
67.30666666666667,22.991666615988514,110.0
68.12666666666667,19.769238074574776,96.08000000000004
69.6,19.776944070774015,106.0
68.00666666666666,20.09256988673285,98.08000000000004
70.92666666666666,17.222623122032818,106.0
69.94,17.185615180362813,94.0
69.04666666666667,20.87236272507426,100.16000000000008
69.3,15.783242323902702,92.04000000000002
66.34,21.25423921394879,94.04000000000002
70.6,17.066785514127574,95.22000000000011
68.13333333333334,19.86621923433512,94.12000000000006
69.04666666666667,20.76533529438288,106.0
69.45333333333333,17.092164956736095,94.0
70.62666666666667,17.358264637642353,98.16000000000008
70.1,17.40043585043877,94.04000000000002
69.69333333333333,15.563227467880893,96.0
69.86,18.00001118567885,96.0
70.5,19.0364362746883,104.04000000000002
70.17333333333333,16.440556607548164,90.0
